Date	Workout
20120810	Overhead squat 1-1-1-1-1 reps Front squat 1-1-1-1-1 reps Back squat 1-1-1-1-1 repsTry to increase the load on each of the fifteen sets.
20120809	"""Jared"" 4 rounds for time of: Run 800 meters 40 Pull-ups 70 Push-ups"
20120808	Rest Day
20120807	Fifteen rounds of:  Power snatch followed immediately by five overhead squats.Start light and add weight.
20120806	"""Tabata Something Else""Complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. There is no rest between exercises."
20120805	Shoulder press 1-1-1-1-1 reps Push press 3-3-3-3-3 reps Push Jerk 5-5-5-5-5 reps
20120804	Rest Day
20120803	For time: 75 pound Thruster, 30 reps 15 foot Rope climb, 3 ascents 75 pound Thruster, 20 reps 15 foot Rope climb, 2 ascents 75 pound Thruster, 10 reps 15 foot Rope climb, 1 ascents
20120802	For time: 50 Box jump, 24 inch box 50 Jumping pull-ups 50 Kettlebell swings, 1 pood Walking Lunge, 50 steps 50 Knees to elbows 50 Push press, 45 pounds 50 Back extensions 50 Wall ball shots, 20 pound ball 50 Burpees 50 Double unders
20120801	Clean and Jerk 3-3-3-3-3 reps
20120930	Five rounds for time of: Row 500 meters 135 pound Bench press, 15 reps.
20120929	Rest Day
20120928	Three rounds for time of: 100 meter Walking lunge Handstand walk 20 meters 50 Kettlebell swings, 1 pood
20120927	Back Squat 5-5-5-5-5 reps
20120926	For time: 100 L-Pull-ups
20120925	Rest Day
20120924	Shoulder Press 3-3-3-3-3-3-3
20120923	"""Adrian""Seven rounds for time of: 3 Forward rolls 5 Wall climbs 7 Toes to bar 9 Box jumps, 30"" box"
20120922	"21-15-9 reps for time of: GHD Wall ball, 10 pound ball Wallball ""2-fer-1s"", 20 pound ball"
20120921	Rest Day
20120920	Weighted pull-ups 1-1-1-1-1-1-1 reps
20120919	21-15-9 reps of: 225 pound Deadlift 135 pound Overhead squat
20120918	"""Angie""For time: 100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats"
20120917	Rest Day
20120916	For time: 185 pound Clean and jerk, 30 reps
20120915	Five rounds for time of: 15 Walking lunge steps, carrying a 95 pound barbell in the front rack position 30 Double-unders
20120914	Four rounds for time of: 15 foot Rope climb, 3 ascents 30 Push-ups 30 Sit-ups
20120913	Rest Day
20120912	For time: Row 500 meters 50 Wall ball shots, 20 pound ball Row 400 meters 40 Wall ball shots, 20 pound ball Row 300 meters 30 Wall ball shots, 20 pound ball Row 200 meters 20 Wall ball shots, 20 pound ball Row 100 meters 10 Wall ball shots, 20 pound ball
20120911	"""The Seven""Seven rounds for time of: 7 Handstand push-ups 135 pound Thruster, 7 reps 7 Knees to elbows 245 pound Deadlift, 7 reps 7 Burpees 7 Kettlebell swings, 2 pood 7 Pull-ups"
20120910	Split snatch 2-2-2-2-2-2-2 repsAlternate legs for each rep.
20120909	Rest Day
20120908	Eight rounds for max reps of: 115 pound Hang power clean, 20 seconds Rest 10 seconds 115 pound Push press, 20 seconds Rest 10 seconds
20120907	Overhead Squat 3-3-3-3-3 reps
20120906	"""Helen""Three rounds for time: Run 400 meters 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups"
20120905	Rest Day
20120904	For time: 95 pound Thruster, 100 reps
20120903	Three rounds for time of: 15 Chest to bar pull-ups 20 Burpees 95 pound Sumo-deadlift high-pull, 15 reps
20120902	"""Manion""Seven rounds for time of: Run 400 meters 135 pound Back squat, 29 reps"
20120901	Rest Day
20121031	Rest Day
20121030	"""Kelly""Five rounds for time of: Run 400 meters 30 Box jump, 24 inch box 30 Wall ball shots, 20 pound ball"
20121029	Power snatch 1-1-1-1-1-1-1 reps
20121028	Two rounds for time of: 50 Pull-ups 75 Sit-ups 75 pound Overhead squat, 50 reps 75 Double-unders
20121027	Rest Day
20121026	Split jerk 2-2-2-2-2-2-2-2-2-2 repsAlternate stance for each rep.
20121025	For time: Row 500 meters Body weight Bench press, 30 reps Row 1000 meters Body weight Bench press, 20 reps Row 2000 meters Body weight Bench press, 10 reps
20121024	"21-18-15-12-9-6-3 reps for time of: 95 pound Sumo deadlift high pull Lateral jumps, over 24"" obstacle"
20121023	Rest Day
20121022	Five rounds for time of: 115 pound Push press, 12 reps 40 meter Shuttle sprint (4 x 10 meters) 115 pound Squat snatch, 8 reps
20121021	For time: 25 GHD sit-ups 1 Muscle-up 20 GHD sit-ups 2 Muscle-ups 15 GHD sit-ups 3 Muscle-ups 10 GHD sit-ups 4 Muscle-ups 5 GHD sit-ups 5 Muscle-ups
20121020	"1000 meter Row Rest 4 minutes Dumbbell ""Tabata"" ThrustersCompare to 020924."
20121019	Rest Day
20121018	For time: 225 pound Hang clean, 30 reps 50 One-legged squats, alternating Row 2000 meters
20121017	Run 1600 meters Rest 3 minutes Run 1200 meters Rest 2 minutes Run 800 meters Rest 1 minute Run 400 meters
20121016	Three rounds for time of: 45 pound Sots press, 15 reps Handstand walk 15 meters 20 second L-sit hold Handstand walk 15 meters
20121015	Rest Day
20121014	"""Tom""Complete as many rounds in 25 minutes as you can of: 7 Muscle-ups 155 pound Thruster, 11 reps 14 Toes-to-bar"
20121013	Weighted dip 3-2-2-2-1-1-1-1-1 reps
20121012	"""Glen""For time:  135 pound Clean and jerk, 30 reps Run 1 mile 15 foot Rope climb, 10 ascents Run 1 mile 100 Burpees"
20121011	Rest Day
20121010	Push press 3-3-3-3-3-3-3 reps
20121009	Three rounds for time of: 45 pound GHD Bench press, 15 reps 25 Back extensions Run 800 meters
20121008	For time: 100 ft Walking lunge 50 Push-ups 50 Double-unders 25 Knees to elbows 5 Rope climb, 15 ft 50 Box jump, 24 inch box 25 Overhead squats, 65 pounds 25 L-pull-ups 50 Sit-ups
20121007	Rest Day
20121006	For time: 100 Burpee pull-upsIdeally, the pull-up bar is one foot above your reach.
20121005	"Three rounds for time of: 135 pound Squat clean, 10 reps 20 Box jump, 24"" box"
20121004	Deadlift 5-5-5-5-5 reps
20121003	Rest Day
20121002	"""Nate""Complete as many rounds in twenty minutes as you can of: 2 Muscle-ups 4 Handstand Push-ups 8 2-Pood Kettlebell swings"
20121001	Run 5K
20121130	Weighted pull-ups 3-3-3-3-3 reps
20121129	"""Fight Gone Bad!""Three rounds of: Wall-ball, 20 pound ball, 10 ft target (Reps) Sumo deadlift high-pull, 75 pounds (Reps) Box Jump, 20"" box (Reps) Push-press, 75 pounds (Reps) Row (Calories)In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point."
20121128	Rest Day
20121127	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20121126	Three rounds for time of: 10 Weighted toes-to-bar, 8 pound ball Row 200 meters with straight legs 10 Rower-facing burpees Row 200 meters with straight arms
20121125	For time: 5 Front squats 25 pull-ups 4 Front squats 20 pull-ups 3 Front squats 15 pull-ups 2 Front squats 10 pull-ups 1 Front squat 5 pull-ups
20121124	Rest Day
20121123	"""Diane""21-15-9 reps of: 225 pound Deadlift Handstand push-ups"
20121122	CrossFit Games Open 12.1Complete as many reps as possible in 7 minutes of: Burpees
20121121	"""Weston""Five rounds for time of: Row 1000 meters 200 meter Farmer carry, 45 pound dumbbells 45 pound dumbbell Waiter walk, 50 meters, Right arm 45 pound dumbbell Waiter walk, 50 meters, Left arm"
20121120	Rest Day
20121119	Complete as many rounds as possible in 20 minutes of: Run 400 meters Then three rounds of: 5 Pull-ups 10 Push-ups 15 Squats
20121118	Snatch 3-3-2-2-2-1-1-1-1-1 reps
20121117	Five rounds for time of: Run 400 meters 20 Burpees 15 Two-hand dumbbell Bent over row, 50 pounds each
20121116	Rest Day
20121115	Back Squat 2-2-2-2-2-2-2-2-2-2 reps
20121114	"""Barbara""Five rounds, each for time of: 20 Pull-ups 30 Push-ups 40 Sit-ups 50 SquatsRest precisely three minutes between each round."
20121113	Seven rounds for time of: 75 pound Thruster, 12 reps 9 Toes-to-bar Run 200 meters with a 20 pound medicine ball
20121112	Rest Day
20121111	"""Clovis""For time: Run 10 miles  150 Burpee pull-upsPartition the run and burpee pull-ups as needed."
20121110	Snatch Balance 3-3-2-2-2-1-1-1-1-1 reps
20121109	"""Ralph""Four rounds for time of: 250 pound Deadlift, 8 reps 16 Burpees 15 foot Rope climb, 3 ascents Run 600 meters"
20121108	Rest Day
20121107	For time: 30 Handstand push-ups 50 Back Extensions 30 Knees to elbows 225 pound Deadlift, 30 reps 40 pound Dumbbell push press, 30 reps 50 Kettlebell swings, 1.5 pood Row 20 calories 10 Muscle-ups
20121106	Five rounds for time of: 155 pound Power clean and jerk, 10 reps 15 foot Rope climb, legless, 1 ascent
20121105	Front Squat 1-10-1-20-1-30 reps
20121104	Rest Day
20121103	2010 Northwest Regional Event 1Three rounds for time of: 135 pound Overhead squat, 10 reps 50 Double-unders
20121102	Three rounds for time of: Row 500 meters 21 Burpees Run 400 meters
20121101	10 rounds for time of: Deadlift, 3 reps 1 Back tuck
20121231	"""Loredo""Six rounds for time of: 24 Squats 24 Push-ups 24 Walking lunge steps Run 400 meters"
20121230	Rest Day
20121229	For time: Run 1000 meters 100 Push-ups 135 pound Snatch, 10 reps
20121228	Thruster 1-1-1-1-1-1-1 reps
20121227	Two rounds for time of: Run 800 meters 30 Pull-ups 115 pound Front squat, 30 reps 30 Toes-to-bar 115 pound Power clean, 30 reps
20121226	Rest Day
20121225	"""J.T.""21-15-9 reps of: Handstand push-ups Ring dips Push-ups"
20121224	Three rounds for time of: 50 Squats 7 Bar muscle-ups 135 pound Hang power snatch, 10 reps
20121223	"""Michael""Three rounds for time of: Run 800 meters 50 Back Extensions 50 Sit-ups"
20121222	Rest Day
20121221	Three rounds for time of: Run 200 meters 7 Push presses, 70 pound dumbbells  14 Ring rows
20121220	Complete as many rounds as possible in 20 minutes of: 5 Chest to bar Pull-ups 10 Wall ball shots, 20 pound ball 15 Kettlebell swings, 1.5 pood
20121219	Back squat 5-5-3-3-3-1-1-1-1-1 reps
20121218	Rest Day
20121217	Five rounds for time of: 5 Back squats 10 GHD sit-ups
20121216	"""Tabata This!""Tabata Row Rest 1 minute Tabata Squat Rest 1 minute Tabata Pull-up Rest 1 minute Tabata Push-up Rest 1 minute Tabata Sit-upThe Tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. Tabata score is the least number of reps performed in any of the eight intervals. Unit for the row is ""calories""."
20121215	"Complete as many rounds and reps as possible in 12 minutes of: 155 pound Deadlift, 15 reps 15 Deficit push-ups, hands on 25 pound plates 15 Box jumps, 24"" box"
20121214	Rest Day
20121213	For time: 50 Medicine ball cleans, 20 pound ball 15 foot Rope climb, 5 ascents 40 Medicine ball cleans, 20 pound ball 15 foot Rope climb, 4 ascents 30 Medicine ball cleans, 20 pound ball 15 foot Rope climb, 3 ascents 20 Medicine ball cleans, 20 pound ball 15 foot Rope climb, 2 ascents 10 Medicine ball cleans, 20 pound ball 15 foot Rope climb, 1 ascent
20121212	Zercher squat 2-2-2-2-2-2-2-2-2-2 reps
20121211	2012 CrossFit Games Regional: Individual Event 3Four rounds for time of: 100 pound Dumbbell snatch, 10 reps 200 foot Sprint
20121210	Rest Day
20121209	Five rounds for time of: 275 pound Deadlift, 7 reps 30 Squats 7 Handstand push-ups
20121208	Row 5K
20121207	For time: 95 pound Overhead squat, 30 reps 7 Muscle-ups 95 pound Overhead squat, 20 reps 5 Muscle-ups
20121206	Rest Day
20121205	Clean 3-3-3-3-3-3-3 reps
20121204	Five rounds for time of: 50 Double-unders 185 pound Push jerk, 10 reps Rest 1 minute
20121203	"Complete as many rounds as possible in 15 minutes of: 8 Ring dips 10 Box jumps, 24"" box 95 pound barbell Overhead walking lunge, 12 steps"
20121202	Rest Day
20121201	"For time: 20 Wall ball shots, 20 pound ball 20 Sit-ups  20 Box jump, 24"" box 20 Push-ups 135 pound Clean, 20 reps 20 Double-unders  20 Thrusters, 35 pound dumbbells 20 Pull-ups 95 pound Overhead squat, 20 reps 20 Kettlebell swings, 1.5 poods 95 pound Push press, 20 reps 20 Dips 95 pound Sumo deadlift high pull, 20 reps 20 Burpees 135 pound Back squat, 20 reps 20 GHD sit-ups 20 Walking lunge steps 135 pound Deadlift, 20 reps 20 Knees to elbows 135 pound Front squat, 20 reps"
20130131	Rest Day
20130130	"""Amanda""Three rounds, 9-7- and 5 reps, for time of: Muscle-up 135 pound Squat snatch"
20130129	"""Gwen""Clean & Jerk 15-12- and 9 repsTouch and go at floor only. Even a re-grip off the floor is a foul. No dumping. Use same load for each set. Rest as needed between sets."
20130128	For time: 50 Double unders 50 Burpees 50 Wall ball shots, 20 pound ball 50 Back extensions 50 Push press, 45 pounds 50 Knees to elbows Walking Lunge, 50 steps 50 Kettlebell swings, 1 pood 50 Jumping pull-ups 50 Box jump, 24 inch box
20130127	Rest Day
20130126	For time: 135 pound Thruster, 15 reps Run 200 meters 95 pound Thruster, 20 reps Run 400 meters 65 pound Thruster, 30 reps Run 800 meters
20130125	For time: 75 Handstand push-upsAt the beginning of each minute perform 20 Double-unders.
20130124	Deadlift 3-3-3-3-3 reps
20130123	Rest Day
20130122	"""Sean""Ten rounds for time of: 11 Chest to bar pull-ups 75 pound Front squat, 22 reps"
20130121	Perform the following tests:L-sit for time. Handstand walk for distance. Chest to bar weighted pull-up for load. Snatch 1 rep for load.
20130120	Three rounds for time of: 35 pound Dumbbell squat snatch, 15 reps, right arm 15 GHD sit-ups 35 pound Dumbbell squat snatch, 15 reps, left arm 15 Toes to bar
20130119	Rest Day
20130118	"""Fight Gone Bad!""Three rounds of: Wall-ball, 20 pound ball, 10 ft target (Reps) Sumo deadlift high-pull, 75 pounds (Reps) Box Jump, 20"" box (Reps) Push-press, 75 pounds (Reps) Row (Calories)In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point."
20130117	Front squat 1-1-1-1-1-1-1 reps
20130116	For time: 30 Handstand push-ups 40 Pull-ups 50 Kettlebell swings, 1.5 poods 60 Sit-ups 70 Burpees
20130115	Rest Day
20130114	Deadlift 5-5-5-5-5 reps
20130113	"""Lynne""Five rounds for max reps of: Body weight bench press Pull-ups"
20130112	"""Karen""For time: 150 Wallball shots, 20 pound ball"
20130111	Rest Day
20130110	"Complete five rounds of: On the rings, lower from an inverted hang, slowly, with straight body and arms, 7 reps 15 Ring Push-ups Move SLOWLY and methodically attempting perfect execution. Ideally this is done with two pairs of rings - one pair hung app. 8' off the ground and the second 4"" off the ground."
20130109	For time: 50 Box jump, 24 inch box 50 Jumping pull-ups 50 Kettlebell swings, 1 pood Walking Lunge, 50 steps 50 Knees to elbows 50 Push press, 45 pounds 50 Back extensions 50 Wall ball shots, 20 pound ball 50 Burpees 50 Double unders
20130108	Split Jerk 1-1-1-1-1-1-1 reps
20130107	Rest Day
20130106	"""Cindy"" Complete as many rounds in 20 minutes as you can of: 5 Pull-ups 10 Push-ups 15 SquatsOR""Mary"" Complete as many rounds in 20 minutes as you can of: 5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups"
20130105	Overhead Squat 3-3-3-3-3 reps
20130104	"""Fran""Three rounds, 21-15- and 9 reps, for time of: 95 pound Thruster Pull-ups"
20130103	Rest Day
20130102	"""Helen""Three rounds for time: Run 400 meters 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups"
20130101	Five rounds for time of: 10 Toes to bar 75 pound Power snatch, 10 reps 10 Wall ball shots, 20 pound ball
20130228	Rest Day
20130227	Run 5K
20130226	"""Zeus""Three rounds for time of: 30 Wall ball shots, 20 pound ball 75 pound Sumo deadlift high-pull, 30 reps 30 Box jump, 20"" box 75 pound Push press, 30 reps Row 30 calories 30 Push-ups Body weight Back squat, 10 reps"
20130225	"""Grace"" For time: 135 pound Clean and Jerk, 30 repsOR""Isabel"" For time: Snatch 135 pounds, 30 repsUse 95 pounds, 65 pounds or broomstick as needed."
20130224	Rest Day
20130223	Seven rounds of: 35 Double-unders 1 SnatchMake one snatch attempt per round.
20130222	"""Hamilton""Three rounds for time of: Row 1000 meters 50 Push-ups Run 1000 meters 50 Pull-ups"
20130221	12-9-6-3 reps for time of: 95 pound Power snatch Burpee
20130220	Rest Day
20130219	Push press 3-3-3-3-3-3-3 reps
20130218	Back Squat 5-5-5-5-5 reps
20130217	Complete as many rounds as possible in 15 minutes of: 10 Kettlebell swings, 2 pood 10 Box jumps, 24 inch box 10 Ring dips
20130216	Hope For Kenya workout is today!Complete as many rounds and reps as possible in 12 minutes of: 50 Squats 30 Push-ups 15 Pull-ups
20130215	Seven rounds for time of: 155 pound Push jerk, 7 reps 7 Chest to bar pull-ups 7 Burpees
20130214	Power clean 1-1-1-1-1-1-1 reps
20130213	"""Hortman""Complete as many rounds as possible in 45 minutes of: Run 800 meters 80 Squats 8 Muscle-ups"
20130212	Rest Day
20130211	"""Jackie""1000 meter row 45 pound Thruster, 50 reps 30 pull-ups"
20130210	Hang squat clean 2-2-2-2-2-2-2 reps
20130209	Two rounds for time of: 100 Double-unders 95 pound barbell, Shoulder to overhead, 50 reps 25 Toes to bar
20130208	Rest Day
20130207	Complete as many rounds as possible in seven minutes of: 315 pound Deadlift, 7 reps 20 meter Sprint 14 One legged squats 21 Double-unders 20 meter Sprint
20130206	Three rounds for time of: Run 800 meters Rest 2 minutes
20130205	For time: 205 pound Front squat, 20 reps 30 Box jump, 30 inch box 40 Kettlebell swings, 1.5 pood 50 Wall ball shots, 20 pound ball
20130204	Rest Day
20130203	"""The Chief""Max rounds in 3 minutes of: 135 pound Power cleans, 3 reps 6 Push-ups 9 SquatsRest 1 minute. Repeat for a total of 5 cycles."
20130202	Shoulder Press 3-3-3-3-3-3-3
20130201	Three rounds for time of: 30 Pull-ups 155 pound Deadlift, 30 reps 30 Box jump, 24 inch box
20130331	Five rounds for time of: 205 pound Power clean, 3 reps 10 Burpee pull-ups
20130330	Thruster 2-2-2-2-2-2-2
20130329	CrossFit Games Open 13.4Complete as many reps as possible in 7 minutes following the rep scheme below: 135 pound Clean and jerk, 3 reps 3 Toes-to-bar 135 pound Clean and jerk, 6 reps 6 Toes-to-bar 135 pound Clean and jerk, 9 reps 9 Toes-to-bar 135 pound Clean and jerk, 12 reps 12 Toes-to-bar 135 pound Clean and jerk, 15 reps 15 Toes-to-bar 135 pound Clean and jerk, 18 reps 18 Toes-to-bar... This is a timed workout. If you complete the round of 18, go on to 21. If you complete 21, go on to 24, etc.For a downloadable PDF of the workout, click here.
20130328	Rest Day
20130327	"""Nasty Girls""3 rounds for time of: 50 Squats 7 Muscle-ups 135 pound Hang power cleans, 10 reps"
20130326	"""Cameron""For time: 50 Walking lunge steps 25 Chest to bar pull-ups 50 Box jumps, 24 inch box 25 Triple-unders 50 Back extensions 25 Ring dips 50 Knees to elbows 25 Wallball ""2-fer-1s"", 20 pound ball 50 Sit-ups 15 foot Rope climb, 5 ascents"
20130325	Five rounds for time of: Run 400 meters 185 pound Deadlift, 21 reps
20130324	Rest Day
20130323	For time: 20 Kettlebell swings, 2 pood 30 Toes to bar Run 400 meters
20130322	Snatch 1-1-1-1-1-1-1 reps
20130321	CrossFit Games Open 13.3Complete as many rounds and reps as possible in 12 minutes of: 150 Wall ball shots, 20 pound ball 90 Double-unders 30 Muscle-upsFor a downloadable PDF of the workout, click here.
20130320	Rest Day
20130319	Complete as many rounds as possible in 12 minutes of: 75 pound Shoulder press, 4 reps 75 pound Sumo deadlift high-pull, 8 reps 75 pound Front squat, 12 reps
20130318	Clean and Jerk 3-3-2-2-2-1-1-1-1-1 reps
20130317	"""Barraza""Complete as many rounds as possible in 18 minutes of: Run 200 meters 275 pound Deadlift, 9 reps 6 Burpee bar muscle-ups"
20130316	Rest Day
20130315	For time: Row 500 meters Body weight Bench press, 30 reps Row 1000 meters Body weight Bench press, 20 reps Row 2000 meters Body weight Bench press, 10 reps
20130314	"CrossFit Games Open 13.2Complete as many rounds and reps as possible in 10 minutes of: 115 pound Shoulder to overhead, 5 reps 115 pound Deadlift, 10 reps 15 Box jumps, 24"" boxFor a downloadable PDF of the workout, click here."
20130313	Three rounds for time of: 185 pound barbell Overhead walk, 50 yards 185 pound barbell Walking lunge, 25 yards 95 pound barbells Farmer carry, 50 yards
20130312	Rest Day
20130311	Overhead Squat 3-3-3-3-3 reps
20130310	Complete as many rounds as possible in 10 minutes of: 185 pound Deadlift, 5 reps Sprint 100 yards
20130309	Complete as many rounds as possible in 15 minutes of: 15 Chest to bar pull-ups 30 second Ring L-sit hold
20130308	Rest Day
20130307	CrossFit Games Open 13.1Proceed through the sequence below completing as many reps as possible in 17 minutes of: 40 Burpees 75 pound Snatch, 30 reps 30 Burpees 135 pound Snatch, 30 reps 20 Burpees 165 pound Snatch, 30 reps 10 burpees 210 pound Snatch, as many reps as possibleFor a downloadable PDF of the workout, click here.
20130306	Two rounds for time of: Run 400 meters Handstand walk 15 meters Run 400 meters One legged squat, 30 reps
20130305	"""Adrian""Seven rounds for time of: 3 Forward rolls 5 Wall climbs 7 Toes to bar 9 Box jumps, 30"" box"
20130304	Rest Day
20130303	Complete as many reps as possible in 30 minutes of:Rope climbs and push-upsCount the number of trips up the rope and the number of push-ups within the half hour. Compare to 010217.
20130302	Three rounds for time of: Run 200 meters 100 meter Walking lunge 50 Squats
20130301	For time: 30 Muscle-ups, bailing forward
20130430	For time: 100 ft Walking lunge 50 Push-ups 50 Double-unders 25 Knees to elbows 5 Rope climb, 15 ft 50 Box jump, 24 inch box 25 Overhead squats, 65 pounds 25 L-pull-ups 50 Sit-ups
20130429	Rest Day
20130428	Shoulder press 1-1-1-1-1 reps Push press 3-3-3-3-3 reps Push Jerk 5-5-5-5-5 reps
20130427	"""Klepto""4 rounds for time of: 27 Box jumps, 24"" box 20 Burpees 11 Squat cleans, 145 pounds"
20130426	Five rounds for time of: 7 Muscle-ups Run 400 meters
20130425	Rest Day
20130424	Overhead Squat 1-1-1-1-1-1-1 reps
20130423	"""Schmalls""Run 800 meters Then two rounds of: 50 Burpees 40 Pull-ups 30 One-legged squats 20 Kettlebell swings, 1.5 pood 10 Handstand push-ups Then, Run 800 meters"
20130422	Three rounds for time of: Run 800 meters 50 Wall ball shots, 20 pound ball
20130421	Rest Day
20130420	"""Jackie""1000 meter row 45 pound Thruster, 50 reps 30 pull-ups"
20130419	Dumbbell Clean & Jerk 5-5-5-5-5Go heavy. Ground to overhead.Compare to 050312.
20130418	Four rounds for time of: Run 400 meters 50 Squats
20130417	Rest Day
20130416	Five rounds for time of: Row 500 meters 135 pound Bench press, 15 reps.
20130415	Three rounds, 15-12-and 9 reps, for time of: 135 pound barbell Thrusters 45 pound weighted Pull-upsFor weighted pull-ups, placing a 45 pound dumbbell between the legs above crossed ankles works great.
20130414	Ten rounds for time of: 135 pound Deadlift, 15 reps 15 push-ups
20130413	Rest Day
20130412	Three rounds for time of: Walking lunge, 100 ft 50 Squats 25 Back extensions
20130411	For time: 95 pound Thruster, 45 reps 45 Pull-ups
20130410	"""Diane""21-15-9 reps of: 225 pound Deadlift Handstand push-ups"
20130409	Rest Day
20130408	Ten rounds, each for time of: 100 meter Sprint Rest 90 seconds
20130407	"""Jorge""For time: 30 GHD sit-ups 155 pound Squat clean, 15 reps 24 GHD sit-ups 155 pound Squat clean, 12 reps 18 GHD sit-ups 155 pound Squat clean, 9 reps 12 GHD sit-ups 155 pound Squat clean, 6 reps 6 GHD sit-ups 155 pound Squat clean, 3 reps"
20130406	8 rounds of: Run 400 meters Rest 90 seconds
20130405	Rest Day
20130404	CrossFit Games Open 13.5Complete as many rounds and reps as possible in 4 minutes of: 100 pound Thruster, 15 reps 15 Chest to bar Pull-upsIf 90 reps (3 rounds) are completed in under 4 minutes, time extends to 8 minutes.  If 180 reps (6 rounds) are completed in under 8 minutes, time extends to 12 minutes. If 270 reps (9 rounds) are completed in under 12 minutes, time extends to 16 minutes. Etc.For a downloadable PDF of the workout, click here.
20130403	For time: Row 1000 meters 20 GHD sit-ups Row 750 meters 40 Toes to bar Row 500 meters 60 Sit-ups
20130402	For time: 115 pound Shoulder press, 10 reps 115 pound Overhead squat, 15 reps 115 pound Push press, 20 reps 115 pound Front squat, 25 reps 115 pound Push jerk, 30 reps 115 pound Back squat, 35 reps
20130401	Rest Day
20130531	Rest Day
20130530	Three rounds for time of: Run 400 meters Single arm hang, right arm, 15 seconds 45 pound barbell Turkish Get-up, left arm, 5 reps Single arm hang, left arm, 15 seconds 45 pound barbell Turkish Get-up, right arm, 5 reps 30 second L-sit hold
20130529	Back Squat 3-2-2-2-1-1-1-1-1 reps.
20130528	Every five minutes for 6 rounds: Sprint 200 meters, for time Run 400 meters
20130527	Rest Day
20130526	"2013 CrossFit Games Regional Event 521-15-9 reps for time of: 315 pound Deadlift 30"" Box jump"
20130525	2013 CrossFit Games Regional Event 4For time: 100 Wall ball shots, 20 pound ball 100 Chest to bar pull-ups 100 One-legged squats, alternating 70 pound Dumbbell snatch, alternating, 100 reps
20130524	2013 CrossFit Games Regional Event 3For time: 30 Burpee muscle-ups
20130523	Rest Day
20130522	Weighted pull-ups 3-2-2-2-1-1-1-1-1 reps
20130521	"""Omar""For time: 95 pound barbell Thrusters, 10 15 Bar-facing burpees 95 pound barbell Thrusters, 20 25 Bar-facing burpees 95 pound barbell Thrusters, 30 35 Bar-facing burpees"
20130520	"""Helen""Three rounds for time: Run 400 meters 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups"
20130519	Rest Day
20130518	2013 CrossFit Games Regional Event 2Complete the following in 7 minutes: 3 Overhead squatsBegin with 135, 185, 225 or 255 pounds (or scale as needed) and increase by 10 pound increments to as heavy as you can within the seven minutes. Do not use a rack.
20130517	"2013 CrossFit Games Regional Event 1""Jackie""1000 meter row 45 pound Thruster, 50 reps 30 pull-ups"
20130516	Weighted dip 3-2-2-2-1-1-1-1-1 reps
20130515	Rest Day
20130514	"""Brehm""For time: 15 foot Rope climb, 10 ascents 225 pound Back squat, 20 reps 30 Handstand push-ups Row 40 calories"
20130513	"""Kelly""Five rounds for time of: Run 400 meters 30 Box jump, 24 inch box 30 Wall ball shots, 20 pound ball"
20130512	Clean and Jerk 1-1-1-1-1-1-1 reps
20130511	Rest Day
20130510	Five rounds of: 5 Dumbbell deadlifts 5 Dumbbell hang cleans 5 Dumbbell push presses 5 Dumbbell squatsIncrease the load each round. Rest as necessary between rounds.
20130509	"""Michael""Three rounds for time of: Run 800 meters 50 Back Extensions 50 Sit-ups"
20130508	21-15-9 reps for time of: Handstand push-ups Pull-ups
20130507	Rest Day
20130506	"""Nancy""5 rounds for time of: 400 meter run 95 pound Overhead squat, 15 reps"
20130505	Front Squat 10-10-10-10-10 reps
20130504	"""Elizabeth""21-15-9 reps of: Clean 135 pounds Ring dips"
20130503	Rest Day
20130502	For time: 100 L-Pull-ups
20130501	Deadlift 3-3-3-3-3 reps
20130630	21-15-9 reps of: 225 pound Deadlift 135 pound Overhead squat
20130629	For time: Bike 3000 meters 75 Kettlebell swings, 1.5 pood Row 1000 meters 60 Wall ball shots, 20 pound ball Run 800 meters 45 Pull-ups
20130628	Rest Day
20130627	Complete as many rounds as possible in 12 minutes of: 10 Burpees 25 Double-unders
20130626	"""Bruck""Four rounds for time of: Run 400 meters 185 pound Back squat, 24 reps 135 pound Jerk, 24 reps"
20130625	Five rounds for time of: 275 pound Deadlift, 5 reps 25 Sit-ups
20130624	Rest Day
